tweet,sentiment
"“Tired, my love, so fuckn’ tired” Painting By: Malcom T. Liepke’s #relateable #artistspotlight🔦 #exhausted #coronavirus #signofthetimes #quarantinelife #shelterinplace @ Lower Haight, San… https://t.co/i0f9wPb9Dr",-0.15000000000000002
"Episode 33: Disproportionate Impacts Of COVID-19 
•
Featured: @ilove_lash, @harvardmed 
•
#MaxOutTime #Coronavirus #COVID19 #COVIDView #BlackGirlsRock #PodcastMovement #PodcastsInColor #GooglePlay #ApplePodcasts… https://t.co/7VoXpxhCxD",0.0
Truly honored by the @greekreporter for their coverage of “Hang In There”. My song dedicated to those directly affected by covid19.  Link attached… https://t.co/nJzyQWbUZJ,-0.17500000000000002
"Rapist Released from Prison Over Coronavirus Arrested Again on Attempted Rape, Sexual Assault https://t.co/j4aM1nfYvT https://t.co/xkK6cZ7lHx",0.1
Bargar boy breakfast burritos 🌯 #corona #coronacation #quarantine #fam #staythefuckhome #stayathome @ The Pocono Mountains https://t.co/mQFXlXRlRd,0.5
"A whole lot of us were meant to be in Thailand right now, celebrating @clifton_tay’s birthday, so instead we wore beach-wear remotely, had a corona drag challenge and a scavenger hunt. Happy 40th Clifton! 🎂 🎁 @ San… https://t.co/wr5WTmwvya",0.4
#Covid-19 flow @ Titeretes Music https://t.co/UC8keLCHHe,0.0
"And TOMORROW, join @NationalAction for another important conversation w/ national youth activists, advocates, organizers, and service leaders about the impact of #covid19 #coronavirus on urban youth and young adults.… https://t.co/FdTPXGNPd4",0.2571428571428571
"Join us for Sunday morning 10am service at: https://t.co/iboNj5bl1m

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirus #unstoppablegod #jesus #holyspirit #heisrisen… https://t.co/Oc1ZFnbAIO",0.0
"Join our 10am service at: https://t.co/iboNj5bl1m

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirus #unstoppablegod #jesus #holyspirit #heisrisen #salvationisfree @ Glendale,… https://t.co/oPMiIkpCu5",0.13333333333333333
"What’s the first thing you want to do when you get your freedom back?
   Travel, eat out, go to the movies?
#newyork #empirestatebuilding #skyline #viaggiosport 
 #covid #staystrong #stayhome #rooftop @ Public Hotels https://t.co/9sFDzVYoDS",0.13333333333333333
"You can take a Taiwanese guy out of Taiwan but you never can take Taiwanese of him #BasementLiving #SARSCoV2 #COVID19 #Inconclusive @ Marlton, New Jersey https://t.co/1O1VNexCwZ",0.053571428571428575
More flashback during #covid19 #SaferAtHome with my pal Annie Smith #transisbeautiful #transfamily #transgirls #transvisibility #trans #transgender #girlslikeus #transmodel #gingermodel #ginger #redhead… https://t.co/Gd8mAMArZs,0.2
I'm just here for the tea🍵.....#justsoyouknow #wayment #coronavirus #frfr #frfrtho #shitisreal #shitisgettingreal #imjustsaying  #soundsaboutright #stopmewhenistartlying #imjustbeinghonesttho… https://t.co/UNCsEx6KoQ,0.13636363636363635
"Don't know why I'm posting this because the assholes it's addressing won't pay attention to it. 🤬😡🖕 #stayhome #socialdistancing #plaguetimes #beconsiderate #selfishpeople #covid19 #brooklyn #wearamask @ Brooklyn, New… https://t.co/qwXqdrR9bU",0.5
"Finally left the house for a little bit of fresh air near the water today. Ry was super happy to watch the waves, but sad that he couldn’t go all the way down the pier due to Covid-19. One day at a time, we will get… https://t.co/mi5b3nQnME",0.0
Another #iluvbballplayer2watch @upperroomsports and @nyjayhawks player #andèsmarrero just racking up the #collegeoffers 👀 Andrès averaged 18ppg 6apg 5rpg in the #covid19 shortened 2019-2020 basketball season ‼️ go to… https://t.co/z74uZ9asEx,0.7232142857142857
"2020 Coronavirus House Arrest Day 42 - Good morning and happy hot lazy Sunday! Decided to make #brunch in hopes to clear out the fridge. With the bar officially open until we are free to roam, tonight's elixir is… https://t.co/63swGR6Hoe",0.0
"#signofthetimes #whitehouse #coronavirus li would prefer it’s briefing over the #monster #NYC #NYtough @ New York, New York https://t.co/JXzmstmE3a",0.0
"Really? I mean, you’re in your car already. This virus must be some real stuff if it can open a car door four feet away, but not eight feet away? #covid_19 #coronavirus #wuhanvirus #kungflu #socialdistancing… https://t.co/YuSPl61YO8",0.08484848484848484
"For all the “doom and gloomers” out there, it seems that the American Dream of  homeownership has NOT fallen victim to COVID-19. The power of the human spirit has again been showcased. Just saying...… https://t.co/CqZB2gHFYN",0.13636363636363635
"Wow, the farmers' market sure is different this time! #COVID19 #coronavirus #corona @ Ballard, Seattle https://t.co/HzHVwOO7jW",0.16742424242424245
"Pollo Peru is a family-run restaurant in Reston that believes that the health of its customers and team members is vital, and they have implemented new safe food handling practices during the COVID-19 pandemic. To read…

📸 https://t.co/21tiTLdtuM via https://t.co/XuyLrpBiVU https://t.co/TJEGcBBhFc",0.2
"The little things seem much more significant today. #enjoylife #enjoythelittlethings #keepsafe #covid19 #covid19goaway #florida #floridalife @ Sanford, Florida https://t.co/4kuy0LgQXR",0.25
"Sporting our shopping fashion statement masks: hers from @ravennagardens , mine from @shinersview Perfect for a morning of light local plant shopping
.
.
.
#coronavirus #covidsolutions #springmask #masks #springvibes… https://t.co/mhukoqsen4",0.24545454545454545
"Today in coronavirus fashion. #rainrainrain #needcolorthesedays #catsitting @ Brooklyn, New York https://t.co/YpBttjlznQ",0.22916666666666666
"CCH's Respiratory Therapy and Sleep Center employees have a message for you: ""Never take a breath for granted. Flatten the curve. Stay at home!"" We’re all in this together. https://t.co/tEzCy5jxRQ https://t.co/v5bkas7WS5",0.4666666666666666
"A couple years ago in a #photography course I was inspired by a play named rage which, my friend played a lead roll in. I was inspired to turn the prints to digital art because of the #covid19 I believe a lot of… https://t.co/zDLPamPDD3",-0.125
"Get your free certification from BARBICIDE @chardujardin then get your digital icon to use in your social media, online etc. for only $5.00! $1.00 goes to the PBA COVID-19 Relief Fund Great initiative from… https://t.co/uaSoj2aF2k",0.3333333333333333
#TheScene #covid19 #Doha2019 A day in the life with Melanie Myrand https://t.co/p5uX4o1Uc1 @CanadianRunning https://t.co/AzY0k0IUOb,0.125
"Good news! We will be reopening tomorrow, April 26th. Keep in mind, your safety and the safety of our staff are very important to us. If you have a fever or any COVID-19 symptoms, please stay home. Our tables are… https://t.co/Gkop1pUDjz",0.0
"This is what happens during #quarantine and I can’t get to a stylist. #greenhair #greenhairdontcare #covid_19 #coronavirus #stayhomestaysafe #stayhomesavelives @ Las Cruces, New Mexico https://t.co/CZklPsmxEI",0.1875
"😝💦 ItsWater On Me 💦😝
#jewerly #gold #necklace #bracelet #earrings #splash #covid #drip #sauce #honcho #bigdawg #gogetter #bag #shine #wet #loveit #gang #money @ Columbia, South Carolina https://t.co/JzmOs3MMTJ",-0.04999999999999999
@Bongi_Mosh I am okay 👌 just stuck inside all of the time because of Covid-19 BS. I wish it was over. I don't want to see people die. Stay healthy friend.,0.0
"Taking a small covid break to acquire a distinct skill.  I hope you all are holding on. @ Los Angeles, California https://t.co/Wdpm33UNIN",0.5
"The Dangers Of Visiting Even One Friend During The #COVID-19 #Pandemic

Largest networked cluster grows by 240% over essential-only

Over 90% of households are now connected

Households connected to 36.8 other within 3 degrees of separation

LOTS OF DEATH
 https://t.co/oHnDRnB2Ip https://t.co/6zr3d9vsD6",0.053571428571428575
Interesting effect of COVID-19 more boat trailers on at Lake Apopka the Lake Down. @ Winter Garden / Newton Park 01 https://t.co/fDeEVWZeeW,0.0
"If you been rocking with me you already know how I’m coming‼️‼️ Corona stopped #RhythmAndFlow Season 2 so this was only right 🔥🔥. Posting my video on April, 28th, when voting starts! #sixteeninquarantinechallenge… https://t.co/nohUPRwBQ2",0.2814814814814815
Remember Sunday parties &amp; hangouts? Happy Quarantine Sunday Peeps! #QUARANTINElife #WeAtHomeNow #ItsNiceOutside #NotniceEnoughForCovid #covid19 #blackgirlmagic #RockTheFro #losangeles #stayhome #staysafe… https://t.co/S97qaqVzm6,0.5
"“Rain. Wash away my sorrow, take away my pain. Your love’s coming down like Rain.” - @madonna 
🌧💦🎶
#madonna #lyrics #rain #rainyday #rainydays #downtown #stlouis #missouri #stl #mo #cute #love #covid19 #coronavirus… https://t.co/UFMVhAXCvU",0.17857142857142855
"Please Don’t Inject, Ingest Or Bathe In Disinfectants Or Purposely Sunburn With UV Light To Try To Treat Or Prevent COVID-19 Coronavirus Infection! #naturalselection 🦠😷🤔😳 @ Gahanna, Ohio https://t.co/HGLJHghZvM",1.0
"A 57-page memo urged GOP campaigns to blame China for the coronavirus pandemic and insist the term 'Chinese virus' isn't racist!

#RepublicansHateAmerica!

https://t.co/9nEK4gXuzS",0.0
"Community Town Hall Teleconference Forum. Iota Phi Theta Fraternity, Incorporated Response to COVID-19 Stay Safe, Stay Healthy, and Informed

While our community combats the spread of… https://t.co/9n0jOuaV1u",0.36
"My new #beard! (I actually #shaved for #mask wearing) #Covid19 #Coronavirus #TheRona #Quarantine #Selfie #SelfieSunday @ South Charleston, West Virginia https://t.co/Vgimnp6w1Q",-0.125
Class of 2020 - This is part three of four. Make smart choices. #GrassoTech. #GrassoTech2020 #GrassoTech.COVID-19 #MakeSmartChoices #Class2020SeniorSuperlatives @ Ella T. Grasso Southeastern Technical High School https://t.co/zFbRgwB8jV,0.5
"My nephews #furrybabies #quaratinebuddies #frenchbulldogs Taxi, Riker &amp; Marble 🐶❤️😁 #stayhomestaysafe #familyandfriends❤️ #coronavirus #selfquarantine they live in Fort Worth #Texas he sent me photos through text… https://t.co/Nwh9woKP7G",0.08522727272727272
"#DEARBORN (TCD) | The number of coronavirus deaths in Michigan has risen to 3,315 while the number of cases is now at 37,778, according to new numbers released by the state of Michigan on Sunday.

That's up 41 deaths… https://t.co/Cu0YsqvTae",0.12476190476190475
"Before....

After 10 years of neglect, we're pulling this stinging nettle-infested bush out and going to plant some...well, you'll just have to wait and see!

#Coronavirus #quarantineprojects #quarantine #greenthumb… https://t.co/dhP1h9Brdq",0.21818181818181814
"Our post-pandemic dystopian #Workplace will hardly look like the one we left behind...Do you honestly think you'll get to keep THIS schedule? Ha!

Here's what our corporate overlords have instore for us…

 https://t.co/OtuSKgSMJU #COVID19 #Coronavirus #Pandemic #FutureOfWork #HR",0.09999999999999998
"When you finally take a break from quarantine to check out Only Fans 

#onlyfans #coronavirus #quarantine #stayathome #losangeles #actors #funny #catchchallenge #cheeks #tiktok #kiki #fyp #foryoupage… https://t.co/ofYH5cJpbC",0.10568181818181817
"I 💚 NYC! Sunday stroll in Springtime 🌸☔️💛 #AprilShowersBringMayFlowers #NYC #NewYorkCity #Manhattan #ILoveNY #Quarantine #Covid19 #Sunday #Spring #April @ Manhattan, New York https://t.co/DN1dd344XI",0.11458333333333333
"An accurate calendar for 2020
#april #covid-19 #pandemic @ New Rochelle, New York https://t.co/Edh3EQzSwJ",0.08333333333333333
"As the COVID-19 pandemic continues, we must delay our reopening until at least May 18th. Please continue to do your part, stay healthy, be patient, and be kind to one another! We can’t wait to get back to seeing all… https://t.co/7fuaCJwVRX",-0.10555555555555557
"Dedication and consistency ‼️🔑
How can you fight corona? Use NutraBurst &amp; Chaga #coronacure #coronaprevention follow this link or follow Order Your Now! https://t.co/MVmAbzMT7T My son is so fly I'm glad I birthed… https://t.co/phden2S22F",0.0
He will heal our scars. We’ll get through this! #covıd19 #corona #churchstreeteast #downtownmobile #mobilealabama #downtownmobileal #ukulele #ukulelecover #ukulelecovers #banjolele #banjolelecover #bowlerhat #eatout… https://t.co/fJMkwUlpbs,0.0
"How about these corn on the cob holders?  
#disney #mickeymouse #mickey #cornonthecob #disneyhome #outdoors #mickeyhead #corn @ Corona, California https://t.co/YGoHDm8UcD",-0.2
"When Corona stopped you from getting your college visitation days, so you visit a campus when nobody is there.
#GoBucks 
#collage 
#DreamSchool
#OhioState @ Ohio State Lima https://t.co/pILtPBIfs2",0.0
"Sorry to hear this sad news. 
#coronavirus #closingforgood😿 #coronavirusbusinessimpact #blueash @ Firehouse Grill https://t.co/Y9y445pArf",0.0
🎶 😷🙏🏾 Enjoying playonfest2020 @garyclarkjr bringin’ it home austincitylimits2019 #livestream #covid_19 #covid19  #music #musicisnotcancelled #iphonography #shotoniphone #shelterinplace #musicislife #garyclarkjr… https://t.co/zRLMdZspJZ,0.0
"Although #covid19 took many things away from us, this pandemic did NOT take away our ability to adapt to change and to pivot. It could NOT take our creativity, our passion, our joy, our faith, and our hope! It did… https://t.co/m8yB9bS4KA",-0.5
Let’s Goooooo! Finished @mrdavehollis book last week! Missed the chance to see him live at his book tour due to the darn Covid. Will see him this upcoming weekend virtually at #RISExLive! Anyone else tuning in?!? @… https://t.co/fPeBgQkrhd,0.75
"Coronavirus Puts Science At Forefront Of Presidential Election : NPR
https://t.co/z8dhzyRZrx",-0.019649621212121212
Stay Strong 💪🏽 Union! 🙏🏽 We’ll be back soon! 💈💈 #jerseystrong #covid19 #americanshave #amshave #americanshaveclassicbarber #barber #nj #union #coronavirus #barbershop #faith #overcomb #godisgood @ AmericanShave… https://t.co/egLOtyKTxc,-0.4
"A couple years ago in a #photography course I was inspired by a play named rage which, my friend played a lead roll in. I was inspired to turn the prints to digital art because of the #covid19 I believe a lot of… https://t.co/jcDuOzgJYf",0.0
#covid #covid19 #protection #shield #mascarillas #facemask @ All Estate Home Inspection https://t.co/Tn7QR4PIAT,0.13636363636363635
"There is always good news .  We will get through this

#covid19 #coronavirus #goodnews #recovered @ Lakewood Ranch, Florida https://t.co/wngpOUZdmG",-0.4
"@2Chainz what we doing! #COVID19 #Georgia @ New York, New York https://t.co/nSSeoGqpEz",0.7
"I'm calling this my COVID strong collection of images.  This week, 99 year old Captain Tom Moore raised £28 million for the NHS. A farmer in Kansas sent an N95 mask to help doctors and… https://t.co/0g8Rewi3yc",0.0
"This girl, ❤️ the wifey. 
#gungirl #bushmaster #uggboots #ugg #boots #gunshop #gunstore #covid19 #essential #pnw #295tactical #295tacticalshop #ar15 #rifle #sendit #girlswithguns #wifey #winning @ 295 Tactical… https://t.co/glh0gRBGoC",0.13636363636363635
"THE MOMMY PROJECT NEWS STORY PART 2
·
❤Love is a Verb Ministries💙 making Mother's Day special during the Corona Virus Quarantine of Spring 2020.
·
Doris Golindano dorganizer president of Love is a Verb, being… https://t.co/DI0cWXTF2L",-0.625
Lots of baking and cooking during Covid-19 Quarantine.... @ 17112 https://t.co/zU51i7oqUw,0.4523809523809524
"New Yorkers have been asked to stay home to stop spread the COVID-19, 
on the weekends some go for a walk, get some fresh air or do some exercise while still keeping a social distancing.
Central Park,… https://t.co/5Jc0SSQw6w",0.3333333333333333
"photo I took of myself yesterday b/c I was inspired by l.eliza.701. featuring the quarantine cut my mom gave me last week 💇‍♂️
.
.
.
.
#selfportrait #selfie #portrait #naturallight #quarantine #covid19… https://t.co/5tUHvOCCto",0.5
Support our local restaurant friends like cambodianstreetfood during this covid19 stay at home safely mandate. ohyofresh #thetown #yourfavoritetwinstarsameliaandadinah #ameliaandadinah #twininfluencers @0aklandish… https://t.co/dE9jmDUQWI,0.0
HAPPY COVID SUNDAY!!!!!! 😷 #COVID19😷 #CoronaVirus🧫🧪 #SundayHike #HealthIsWealth #MillionaireMommies💰💰💰💰 #StrengthenYourImmuneSystem👊🏾 @ Lake Chabot Regional Park https://t.co/fFvzQGPMUF,0.4
"Learn the secret of my delicious and super moist bibingka cornbread. On April 30th, I'm hosting an Indoor Filipino BBQ Livestream Class. All proceeds from this private class will be donated to the OHSU COVID-19… https://t.co/eLgIqUxJyA",0.25
"Had a much needed weekend away from the Covid-19 with the best friend in the whole world 💖 @ravenscourtney @ Gautier, Mississippi https://t.co/8l77IHpe4x",1.0
Safest way to be out is #drive seems like #utopia #roadtrip to apocalyptic nowhere ending at @moonvalleyfarm #maryland #cheflife #poolesville #dmvlife #countrylife #usa #sunday #covid #covid_19 #liveauthentic… https://t.co/tQzMHtiAXx,0.0
Glad to see I'm not the only one who believes ice cream is a viral suppressant....disclaimer - I don't actually believe ice cream is a viral suppressant #covid19 @ CreekSide Co-op https://t.co/ttbqgCTTYL,0.4666666666666666
"Mixed Media on “Carlos”. Normally gesso over thrift finds, but decided to try a covid piece. Needs a little finishing but time to skate! @ Jacksonville, Florida https://t.co/afLY3b4A2m",0.3
"This is my coronavirus face.

#coronavirus #covid19 #overit #frustrated #frustratedface @ Los Angeles, California https://t.co/1DFCzrijXU",0.13714285714285715
"COVID-19 HAS EVERYONE DOWN. WE ALL HAVE DIFFERENT SITUATIONS BUT WE HAVE AN OPPORTUNITY TO STILL SPREAD SOME KINDNESS ALL AROUND SOCIAL MEDIA &amp; IN THE WORLD.
PLEASE TAKE A LISTEN TO THIS 10 MINUTE PODCAST &amp; SHOW… https://t.co/82wrhpePGz",0.0
"I made the Stay Home Pledge! Will you do your part to suppress the COVID-19 virus, and help save lives? 🙏🏽✨
•
Join uniteinitiative butteratl @milkcookiesfest @RollingOut @AEBLhoops @GAFollowers as we UNITE. The… https://t.co/sZpNf8NRzf",-0.04074074074074075
"#Our #sunday #corona #quarantine #❤️ @ Malibu, California https://t.co/n5b4Fo66s2",0.10555555555555557
"What else can you do at this time? Grow a beard! 
#covid #beard #bearded #facialhair #beardstruggle #covid19 #covid19beard #noshavequarantine #beards #beardsofinstagram #beardgang #beardlife #beardstyle #beardedmen… https://t.co/yXs980mdki",0.15833333333333335
"It took me 6 weeks of COVID19 self quarantine in Manhattan to realize that New York may be #mycity , but Long Island is #myhome @ East Setauket, New York https://t.co/ojJYAgQVNm",0.0
"Today we continued studying the Word of God: the life of Abraham and God’s perfect providence.
Everyone is participating these days 🤗🥰
#thisisourlifein #ArlingtonVA #covid19 @ Arlington, Virginia https://t.co/g0pAFOsikF",0.0
"Sunday afternoon. Union Square. #coronavirus #socialempty @ Union Square, Manhattan https://t.co/NNNBKquUAV",1.0
"Happy 34th Anniversary to these two. In a non-COVID world, they’d be at a restaurant. So raine_tsoi, @ginjitsuman,
and I decided to bring the restaurant to them. Happy Anniversary you two and please choose Chateau… https://t.co/twhUoTloK2",-0.026666666666666658
"Sunny and 63 is perfect for a walk, especially after being stuck inside from rain and COVID. 

While it’s great seeing other people take advantage of the beautiful weather, everyone seems to have forgotten that you… https://t.co/1JWa8JGw0N",0.0
"#commonsense #coronavirus the common cold/flu killed more then this last year. The #news be throwing 10's on shit I'm going #outside @ Perris, California https://t.co/auXT4APHqh",0.4833333333333333
"#thatmomentwhen you get home after working (in the middle of #covid19 #pandemic ) and you cherish them climbing in the bed with you! #mybabies #mygirls (TimJ wanted his own picture 🤦🏽‍♀️) #OrthoDoc @ Houston, Texas https://t.co/hq2tlIZKcE",0.25
"@RealReggieRange been tellin’ y’all to stay clean, stay fresh &amp; wash ya hands before #covid19 .. #Facts 🗂.. #ShopWithThem 📍// @RealReggieRange for #president 💯 @ Beverly Hills, California https://t.co/cjcfCH2yc0",0.3
"To our dearest customers, the last few weeks have been very hard for the entire world due to the COVID-19 breakout. We won't bore you with the generic COVID-19 emails that have been flooding your inbox, but we wanted… https://t.co/v7pJyV40ia",1.0
Updated: Incident on #7Line from 103rd Street-Corona Plaza Station to Main Street-Flushing Station https://t.co/MECm2CsEqv,-0.4
Updated: Incident on #7Line from 103rd Street-Corona Plaza Station to Main Street-Flushing Station https://t.co/qrygkHMC7N,-0.11736111111111112
Updated: Incident on #7Line from 103rd Street-Corona Plaza Station to Main Street-Flushing Station https://t.co/KhmuglncRP,0.16666666666666666
"Today on Galápagos I recreated my 2018 Eurovision lewk and did some gardening in my Hyancinth Bucket Eleganza.  Just another Covid 19 pandemic Sunday...
.
.
.
.
.
.
.
.
.
.
#animalcrossing #gaymer #eurovison… https://t.co/YzwkjfvmVR",0.0
Corona NY Sun Apr 26th PM Forecast: TONIGHT Partly Cloudy Lo 31 SATURDAY Sunny Hi 41,0.16666666666666666
I want to see how real the support is and to keep my business going through this #COVID-19 pandemic. I need all my friends to sow into my business by sending me $5.00 or even an inspiring message. I've already showed… https://t.co/IxCURsPSDV,0.16666666666666666
"Shoutout to @corona best drink in the market. @ Providence, Rhode Island https://t.co/LbtLVafOlu",0.0
"For anyone who needs to hear this, I #gotyou today is #sunday #yourewelcome #covid19 #quarantine found my #dayoftheweekunderwear #upstateny #catskills @ The Catskills, New York https://t.co/U5dEujHLGe",0.35
"Wow you can really dance eciprian
.
.
.
.
.
.
.
.
.
#weekend #bffs #dlb88 #gay #park #newyork #ny #youcanreallydance #tiktok #coronavirus #quarantine #nyc #tree #stayhome #vitamind #fun #mask @ New York, New York https://t.co/f9bEjiNfNT",-0.2416666666666667
cnn or some other major network news would do well to have these amazing sistahs on their show to talk about how Women of Color are Rising Up to Flip the Script on this COVID crisis. They are an example of women I… https://t.co/x5J9czgrcd,0.13636363636363635
Big Data/COVID-19 News – 4/26/2020 https://t.co/HOYcuPC3KG #bigdata #data #DataScience #DataEngineering,0.0
"#numerology #covid19 @ Albany, New York https://t.co/mkjTp15w88",0.25
"SUE REPUBLICANS FOR THIS: 40 Ultra-Deadly #Coronavirus Cases In Milwaukee County Linked To Wisconsin Election, Health Official Says.

https://t.co/cao4Yd3MGf",0.3404761904761905
Am asking as a HUGE favor to please share and spread the word my best friend since Junior high HOLLYWOOD she lost her dad due to covid19 and am so heartbroken 😞 and she needs help here is… https://t.co/QAMPRHcjap,0.0
"#motivationalspeaker #fyp #foryoupage #viral #greatness #self #health #wealth #selflove #MotivationalMinute #share #truth #covid19 #quarantine #love @ Hercules, California https://t.co/w5IIRjRXgj",0.0
Covid19 doesn’t stop the tulips. 😃#chicagoland @ The Art Institute of Chicago https://t.co/WHVSQ9qLYH,0.35875
"COVID-19 may be the same storm☔️⛈, but we’re all in very different boats🚣‍♂️⛵️🚣‍♀️. The #wereallinthistogether saying isn’t really accurate. I’m 44 days into my quarantine, but my… https://t.co/cLpGgYqkSq",0.0
"🌀
covid-19 pandemic quarantine
these are
the people
of
Granville, Ohio | April 2020
.
the Treece family
Meadow Wood Drive
.
.
View all the photographs on the blog (link in… https://t.co/5LskgRjXfB",0.1
"Billy the Kid here, grabbing some take-out. #covid19 @ Pho Horn's https://t.co/taZc59HvSR",0.0
COVID-19 is intensifying longstanding racial disparities in Silicon Valley: The pandemic's racial disparities show officials must center race in discussions to address the public health crisis and Silicon Valley's economic ... https://t.co/UcoxCmTD74,0.0
Reducing Rents by 75% for Small Businesses! Ontario April 24 Federal #COVID-19 Update  https://t.co/9v8yetoO8A,0.15
"For the past few weeks we have been dealing with Covid-19.  Parents have been working from home and homeschooling their children. You have been worried about your families health, your careers and businesses. It’s a… https://t.co/TMk3tlaRLt",0.03333333333333333
"From today’s #Newsday #littlesteven #littlestevenandthedisciplesofsoul #undergroundgarage #chriscartersbritishinvasion #davidjohansensmansionoffun #siriusxm #coronavirus #covid19 @ New York, New York https://t.co/HWvo2IBuCK",0.3181818181818182
Cleared: Incident on #7Line from 103rd Street-Corona Plaza Station to Main Street-Flushing Station,-0.3125
Cleared: Incident on #7Line from 103rd Street-Corona Plaza Station to Main Street-Flushing Station,-0.225
Cleared: Incident on #7Line from 103rd Street-Corona Plaza Station to Main Street-Flushing Station,0.13636363636363635
"🌤 🛣 👒
—
Can we have a COVID-free summer, please? 😩

👍🏾 or 👎🏾 on the hat? 😜
—
#summer #cars #instamood #hats #chapelhill #northcarolina #summervibes #photooftheday #sunshine #drive #sunglasses #happy #chill @ Chapel… https://t.co/DaB4eUQO3P",0.16666666666666666
I’m a real C.H.I.E.F. so it’s shout out to Gent @timgent931 !!! 50 Comments and I’ll drop it !!!! I’m dropping nun but 🔥🔥 Shit !!!! #corona #coronavirus #Covid19 #Quarantine #NewMusic #MartianGang #MaarsMartians… https://t.co/4ucXqNXYPW,0.8
"La realidad de #puertoplata #coronavirus  #covid19 @ New York, New York https://t.co/A6hiIf080s",0.0
"I heard divorce rates are rising due to covid-19 — Thank God Julio is back at work. 🤫😂
_____
I'm just kidding, I feel like this quarantine has took our relationship to an entire new level. Really having the time to… https://t.co/oT4yhyNWjN",0.232696533203125
13.1 complete! First official race complete since the Des Moines 1/2 marathon. Four marathons and 2 half marathons canceled due to the coronavirus so far this season. Thankful that I can… https://t.co/Q3iuXImd2S,-0.16666666666666666
"#25thAmendmentNow: Trump Reportedly Approved Georgia Governor's Plan to Reopen State, Before Forgetting(?) and Publicly Attacking It.

https://t.co/SttxqbZOxw",0.04227272727272728
The inaugural Drake Relays were held in 1910. The first meet drew just 100 spectators and 82 athletes.  COVID19 forced the event to cancel in 2020.  Here is a view of the empty stadium on what would have been a… https://t.co/cB1JgKFU8d,0.5
"Social Distancing in the days of Covid 19
April 26, 2020

It all started for me when I heard  Mrs Van Dang-O’Callaghan speak at a town hall where she was explaining to Presidential hopeful Joe Biden what it felt like… https://t.co/LbrvSijPC2",0.35714285714285715
Bake-Off!  We had a ton of fun baking this COVID cake for a Zoom competition with friends! Check out the photos to see the progression of the toilet paper roll cake coming alive!  #cuttingcakesnotskin #baking… https://t.co/W9RJEcbPpA,-0.05000000000000002
"We out cha! #SummerTimeChi #coronavirus #bbq #jerkchicken @ East Garfield Park, Chicago https://t.co/Mw3cRGsbll",0.0
"Wow are we looking forward to doing this! We will be open, clean, following state guidelines, &amp; happy as hell to see all of you tomorrow! Banned words/phrases include; “new norm”, Covid, Lysol, “how much do you… https://t.co/mYNwsik8h0",0.1
The sign says no kids allowed. #coronavirus #covid_19 @ Grady Park https://t.co/yF8MjXxqsz,0.0
What a nice walk I had after work yesterday ddebroy84 to enjoy the really nice weather we had &amp; overall it was still really fun!!! 🏝🏖🌊🌞☀️ #SocialDistancing #StayStrong #Covid19… https://t.co/G0iiYG8cs1,0.0
"ATINYs: tonight would’ve been the ATEEZ World Tour - The Fellowship: Map the Treasure in LA. Due to COVID-19, this world tour has been postponed until further notice. 😭😭😭 All I can say is, we trust ATEEZ’s decision… https://t.co/zxUakhEMu7",0.0
"On today’s #SundaySeries, we bring you Bryan Snodgrass. Bryan plays the #Germaphobe in Covid Baking Competition: The Musical and shows us how to wash your hands every 5 minutes and cook with alcohol (#Vodka… https://t.co/K1iwjhj30E",0.0
Cherry blossoms in Carl Schurz Park #quarantinelife #covid19 #flattenthecurve #stayhome #allinthistogether #loveyourself #loveoneanother #lovelife #citylife #citygirl #nyc #trustandbelieve #reflect #love… https://t.co/h2KW8rBCVV,0.4371875
"This how we have to celebrate birthdays now because this damn #coronaVirus #drivebybirthday @ Buffalo, New York https://t.co/xiyf8RleSi",-0.0625
Sitting on the banks of the Finley River with ukulele vibes.  #riverside #river #riverlife #ukulele #coronavirus #covid_19 @ Finley River Park https://t.co/JW8ypn9GV4,0.0
"#lol #watchout #COVID-19 @ Granite Falls, Washington https://t.co/hM6E8FIuL0",0.5
Covid19 themed drinking. The situation.... - Drinking a Hibernator by @LongTrailBeer @ Williamsville  — https://t.co/mVZzOHvQws,0.13636363636363635
Thanks to everyone who is helping support furloughed Bar &amp; restaurant employees who are still trying to make ends meet during this #COVID19 #quarantine We are shipping shirts AND stickers now nationwide to the… https://t.co/NOcgLRfeZu,0.0
Covid19 themed drinking. The hope.... - Drinking a Better Dayz by @RutlandBeerWrx @ Williamsville  — https://t.co/vlpn7Zskrp,-0.1
"How to effectively spread Covid-19. Paid actor. Please do not attempt. @ Baltimore, Maryland https://t.co/Mw3oCk7CW1",0.26666666666666666
"#essentialworkers #hospitalworkers #clapbecausewecare #clapbecausewecarenyc #newyorkcity #newyork #coronavirus #covid19 #covid_19 #chinavirus @ New York, New York https://t.co/WCCLs7KXV9",0.0
"#COVID-19 social distancing day 43. Internet church and the Casablanca on TCM before all the excitement began. @ Neffs, Ohio https://t.co/vRWVY1NpaY",0.2
"~one great weekend thing~ 
A quiet walk around the Tidal Basin. 
.
#coronavirus #covid_19 #walking #talking #family #connecting #freshair #nature #beauty #jeffersonmemorial #tidalbasin #washingtonmemorial… https://t.co/SlOqupfwVY",0.5
